id,question,valid,row_count,needs_manual_review,review_reason,expected_family,expected_answer_shape,error,human_gold_valid,human_notes,semantic_audit_status,semantic_audit_notes
FINALKGQA188,Name the component that leads in total Tier1 inventory participants?,True,1,False,,inventory,ranking_top,,probably_correct,Manual semantic spot check: query returns the top Tier1 component by summed inventory participant count. Shape matches the requested ranking question.,correct,"Semantically valid: question concerns top Tier1 component by inventory participant count, and the query returns the component with the largest participant total."
FINALKGQA189,"List the different survey types found within Tier1, OEM, and Semiconductor groups?",True,3,False,,catalog_lookup,raw_or_lookup,,,,correct,Lists the three survey types represented in the graph; matches the question.
FINALKGQA190,How does the average demand percentage for the Tier1 survey change from quarter to quarter?,True,7,False,,regional_demand,average,,,,,
FINALKGQA191,Which Tier1 Automotive baseline stands out for having the largest average percentage change in current demand?,True,1,False,,current_demand_baselines,ranking_top,,,,,
FINALKGQA192,"How does the cumulative future demand for Option1, Option2, and Option3 in Automotive differ across quarters?",True,8,False,,future_demand,sum,,,,,
FINALKGQA193,"Show the monthly sums of vehicle sales, distinguishing between actual and forecast figures?",True,48,False,,vehicle_sales,sum,,,,correct,Returns monthly actual and forecast vehicle-sales sums in separate columns; matches the requested distinction.
FINALKGQA194,How many entries are recorded for AutonomousDrivingDevelopment?,True,1,False,,autonomous_driving,count,,,,,
FINALKGQA195,What is the order cancellation response type with the greatest number of participants?,True,1,False,,order_cancellation,ranking_top,,correct,Correct: sums participants by order-cancellation response type and returns the greatest one.,correct,Correct: sums participants by order-cancellation response type and returns the greatest one.
FINALKGQA196,How does the number of OEM companies facing shortages compare to those not facing shortages?,True,2,False,,shortage,count,,,,correct,Returns yes/no shortage counts for OEM companies; matches the requested comparison.
FINALKGQA197,Show the aggregate Tier1 inventory responses broken down by both component and trend?,True,9,False,,inventory,sum,,,,,
FINALKGQA198,What is the technology category showing the greatest current demand?,True,1,False,,catalog_lookup,ranking_top,,,,,
FINALKGQA199,What is the total change in OEM demand percentage across different regions and quarters?,True,35,False,,regional_demand,sum,,,,,
FINALKGQA200,What is the combined percentage change in current demand for BL1 and BL2 for Tier1?,True,2,False,,current_demand_baselines,sum,,,,,
FINALKGQA201,How many FutureDemandAnalysis items have connections to OEM surveys?,True,1,False,,future_demand,count,,,,,
FINALKGQA202,Identify the month with the greatest number of actual vehicle sales?,True,1,False,,vehicle_sales,ranking_top,,,,,
FINALKGQA203,"For autonomous driving, which pairing of vehicle type and SAE level achieves the highest percentage?",True,1,False,,autonomous_driving,ranking_top,,,,correct,Returns the autonomous-driving vehicle type and SAE-level pairing with the highest percentage; matches the question.
FINALKGQA204,Show the technology category and response type linked to every order-cancellation participant observation?,True,15,False,,order_cancellation,raw_or_lookup,,correct,"Manual semantic spot check: query returns technology category, response type, and participant count for order-cancellation observations, matching the requested raw observation listing.",correct,"Manual semantic spot check: query returns technology category, response type, and participant count for order-cancellation observations, matching the requested raw observation listing."
FINALKGQA205,What is the number of Tier1 companies that indicated a shortage versus those that did not?,True,2,False,,shortage,count,,,,,
FINALKGQA206,Identify the semiconductor technology category and inventory trend pair that shows up the greatest number of times?,True,1,False,,inventory,ranking_top,,,,correct,Returns the most frequent semiconductor technology-category and inventory-trend pair; matches the question.
FINALKGQA207,How many companies are currently recorded?,True,1,False,,catalog_lookup,count,,,,,
FINALKGQA208,Identify the region where semiconductor demand reaches its peak?,True,1,False,,regional_demand,ranking_top,,,,,
FINALKGQA209,Calculate the overall BL1 to BL2 change in Tier1 current demand percentage?,True,1,False,,current_demand_baselines,sum,,,,,
FINALKGQA210,Show the future-demand percentage values broken down by technology category and quarter?,True,120,False,,future_demand,raw_or_lookup,,correct,Correct: returns raw future-demand percentage values by technology category and quarter; repeated rows reflect underlying records.,correct,Correct: returns raw future-demand percentage values by technology category and quarter; repeated rows reflect underlying records.
FINALKGQA211,How many vehicle units are projected to be sold per month according to the forecast data?,True,36,False,,vehicle_sales,sum,,,,,
FINALKGQA212,"For each vehicle type, what has been the average percentage of autonomous driving capability across all years?",True,9,False,,autonomous_driving,average,,,,,
FINALKGQA213,How many OrderCancellation entries correspond to OEM survey results?,True,1,False,,order_cancellation,count,,,,,
FINALKGQA214,How many companies in the semiconductor sector have reported a shortage of semiconductors?,True,1,False,,shortage,count,,,,,
FINALKGQA215,"For each technology category, how many semiconductor inventory trends exist?",True,9,False,,inventory,count,,,,correct,Returns semiconductor inventory trend counts by technology category and trend; matches the question as a trend distribution per technology category.
FINALKGQA216,How many distinct TechnologyCategory records are present?,True,1,False,,catalog_lookup,count,,,,,
FINALKGQA217,How do the total and average demand figures appear for the Semiconductor survey?,True,1,False,,regional_demand,average,,,,,
FINALKGQA218,"Among Tier1 entities in Automotive, what is the average change in current-demand observed at BL1 and BL2?",True,2,False,,current_demand_baselines,average,,,,,
FINALKGQA219,How does the mean change in future demand vary across technology buckets and quarters?,True,40,False,,future_demand,average,,,,correct,Returns average future-demand percentage change grouped by technology category and quarter; matches the requested technology-bucket and quarter breakdown.
FINALKGQA220,Show the sum of vehicle sales for each type and year combination?,True,6,False,,vehicle_sales,sum,,,,,
FINALKGQA221,"Among vehicles at Level 5 autonomy, which type holds the greatest percentage?",True,1,False,,autonomous_driving,ranking_top,,,,,
FINALKGQA222,"Across the various semiconductor technology categories, what is the cumulative count of order cancellations?",True,5,False,,order_cancellation,sum,,,,,
FINALKGQA223,How many OEM companies have not reported facing a semiconductor shortage?,True,1,False,,shortage,count,,,,,
FINALKGQA224,"What are the inventory totals when grouped by EV, non-EV, and mixed component types?",True,3,False,,inventory,sum,,,,,
FINALKGQA225,"List the current-demand percentage changes for each OEM across BEV, BEHV, and ICE categories?",True,3,False,,catalog_lookup,raw_or_lookup,,probably_correct,"Probably correct: query interprets OEM as the OEM survey aggregate and returns BEV/BEHV/ICE percentage changes; if individual OEM companies are required, this should be revised.",probably_correct,"Probably correct: query interprets OEM as the OEM survey aggregate and returns BEV/BEHV/ICE percentage changes; if individual OEM companies are required, this should be revised."
FINALKGQA226,How much Tier1 demand has been recorded in the Americas region?,True,1,False,,regional_demand,sum,,,,,
