request_id,question,topic,expected_route,system_mode,route,selected_source,estimated_llm_calls,candidate_count,graph_row_count,graph_error,row_preview,answer_text,execution_selection_reason,selected_query,correctness,notes,strict_result_match,source_gold_id,audit_method,human_sparql_difficulty,failure_type,failure_family
FULLKGQA0028,"Across vehicle types, SAE levels, and years, what is the average value of autonomous-driving development among Tier1 suppliers?",autonomous_driving,,llm_ranking,llm_ranking,validated_retrieval,0,7,15,,"[{""avgPercentage"": ""42.0"", ""saeLevel"": ""1"", ""vehicleType"": ""BEHV""}, {""avgPercentage"": ""52.0"", ""saeLevel"": ""2"", ""vehicleType"": ""BEHV""}, {""avgPercentage"": ""62.0"", ""saeLevel"": ""3"", ""vehicleType"": ""BEHV""}, {""avgPercentage"": ""72.0"", ""saeLevel"": ""4"", ""vehicleType"": ""BEHV""}, {""avgPercentage"": ""82.0"", ""saeLevel"": ""5"", ""vehicleType"": ""BEHV""}, {""avgPercentage"": ""42.0"", ""saeLevel"": ""1"", ""vehicleType"": ""BEV""}, {""avgPercentage"": ""52.0"", ""saeLevel"": ""2"", ""vehicleType"": ""BEV""}, {""avgPercentage"": ""62.0"", ""saeLevel"": ""3"", ""vehicleType"": ""BEV""}, {""avgPercentage"": ""72.0"", ""saeLevel"": ""4"", ""vehicleType"": ""BEV""}, {""avgPercentage"": ""82.0"", ""saeLevel"": ""5"", ""vehicleType"": ""BEV""}, {""avgPercentage"": ""42.0"", ""saeL...","Answer: Autonomous-driving development returned 15 grouped row(s). First groups: vehicle type: BEHV, sae level: 1, avg percentage: 42.0; vehicle type: BEHV, sae level: 2, avg percentage: 52.0; vehicle type: BEHV, sae level: 3, avg percentage: 62.0; vehicle type: BEHV, sae level: 4, avg percentage: 72.0; vehicle type: BEHV, sae level: 5, avg percentage: 82.0; vehicle type: BEV, sae level: 1, avg percentage: 42.0; vehicle type: BEV, sae level: 2, avg percentage: 52.0; vehicle type: BEV, sae level: 3, avg percentage: 62.0.",switched_to_nonempty_candidate,"SELECT ?vehicleType ?saeLevel (AVG(?percentage) AS ?avgPercentage) WHERE { ?entry a survey:AutonomousDrivingDevelopment ; survey:hasVehicleType ?vehicle ; survey:hasSAELevel ?sae ; survey:hasPercentage ?percentage . BIND(REPLACE(STR(?vehicle), '^.*/', '') AS ?vehicleType) BIND(REPLACE(STR(?sae), '^.*/SAE_Level_', '') AS ?saeLevel) } GROUP BY ?vehicleType ?saeLevel ORDER BY ?vehicleType xsd:integer(?saeLevel)",incorrect,"Transferred from previous labeled audit because question, selected source, and selected query are unchanged.",,,transferred_from_previous_labeled_audit,hard,previously_audited_failure,autonomous_driving_complex_grouping
FULLKGQA0029,What does Blocking Capability mean?,,definition,direct_graph_supported,auto_answer,digital_reference_ontology,0,0,0,,,"Blocking_Capability - is a Property in the Power_Lobe that describes an entity's ability to prevent, stop, or constrain actions, flows, or access in the supply chain (for example: stopping production, rejecting shipments, halting transactions, or restricting access). It covers technical and organizational mechanisms (hard/soft, temporary/conditional) used to enforce such blocks. In the Digital Reference ontology, it is a subclass of Property.",,,correct,Deterministic DR ontology lookup returned a definition-style answer.,,,deterministic_definition_rule,,none,none
FULLKGQA0030,"Based on future demand data, which region looks most important?",advisory_future_demand,advisory,direct_graph_supported,auto_answer,capability_inventory,0,1,5,,"[{""avgPercentageChange"": ""1993696.795238095238095238095238"", ""regionName"": ""Americas""}, {""avgPercentageChange"": ""1092445.9"", ""regionName"": ""Asia Pacific/All Other""}, {""avgPercentageChange"": ""2386112.016666666666666666666667"", ""regionName"": ""Asia Pacific/China""}, {""avgPercentageChange"": ""1491199.795238095238095238095238"", ""regionName"": ""Europe""}, {""avgPercentageChange"": ""369089.207142857142857142857143"", ""regionName"": ""Japan""}]","Answer: The query returned 5 grouped row(s). The highest returned avg percentage change is for region name: China with 2,386,112.",,SELECT ?regionName (AVG(?pct) AS ?avgPercentageChange) WHERE { ?entry a survey:DemandForRegion ; survey:inRegion ?region ; survey:totalDemandPercentageChange ?pct . ?region survey:regionName ?regionName . } GROUP BY ?regionName ORDER BY ?regionName,correct,"Transferred from previous labeled audit because question, selected source, and selected query are unchanged.",,,transferred_from_previous_labeled_audit,medium_advisory_interpretation,none,
FULLKGQA0031,How many distinct Quarter entities are there?,catalog_lookup,,llm_ranking,llm_ranking,infineon,0,5,16,,"[{""count"": ""1"", ""quarterLabel"": ""Quarter_Q4_2026""}, {""count"": ""1"", ""quarterLabel"": ""Quarter_Q4_2025""}, {""count"": ""1"", ""quarterLabel"": ""Quarter_Current_Quarter""}, {""count"": ""1"", ""quarterLabel"": ""time_Current_Quarter""}, {""count"": ""1"", ""quarterLabel"": ""time_Q4_2025""}, {""count"": ""1"", ""quarterLabel"": ""time_Q3_2025""}, {""count"": ""1"", ""quarterLabel"": ""time_Q2_2025""}, {""count"": ""1"", ""quarterLabel"": ""Quarter_Q2_2025""}, {""count"": ""1"", ""quarterLabel"": ""time_Q4_2026""}, {""count"": ""1"", ""quarterLabel"": ""time_Q2_2026""}, {""count"": ""1"", ""quarterLabel"": ""Quarter_Q3_2026""}, {""count"": ""1"", ""quarterLabel"": ""Quarter_Q3_2025""}, {""count"": ""1"", ""quarterLabel"": ""time_Q1_2026""}, {""count"": ""1"", ""quarterLabel"": ""Quarte...","Answer: The query returned 16 row(s). First results: quarter label: Quarter_Q4_2026, count: 1; quarter label: Quarter_Q4_2025, count: 1; quarter label: Quarter_Current_Quarter, count: 1; quarter label: time_Current_Quarter, count: 1; quarter label: time_Q4_2025, count: 1; quarter label: time_Q3_2025, count: 1; quarter label: time_Q2_2025, count: 1; quarter label: Quarter_Q2_2025, count: 1.",kept_selected_nonempty,"SELECT ?quarterLabel (COUNT(?quarter) AS ?count) WHERE { ?quarter a survey:Quarter . BIND(REPLACE(STR(?quarter), '^.*/', '') AS ?quarterLabel) } GROUP BY ?quarterLabel",correct,"Transferred from previous labeled audit because question, selected source, and selected query are unchanged.",,,transferred_from_previous_labeled_audit,easy,none,
FULLKGQA0032,What does ANSI Standard mean?,,definition,direct_graph_supported,auto_answer,digital_reference_ontology,0,0,0,,,"American National Standards Institute is a private non-profit organization that oversees the development of voluntary consensus standards for products, services, processes, systems, and personnel in the United States. In the Digital Reference ontology, it is a subclass of Standard.",,,correct,Deterministic DR ontology lookup returned a definition-style answer.,,,deterministic_definition_rule,,none,none
FULLKGQA0033,Which vehicle type shows the strongest future demand signal?,advisory_vehicle_signal,advisory,direct_graph_supported,auto_answer,advisory,0,1,3,,"[{""avgPercentageChange"": ""4.74375"", ""vehicleType"": ""BEV""}, {""avgPercentageChange"": ""1.505"", ""vehicleType"": ""BEHV""}, {""avgPercentageChange"": ""0.845"", ""vehicleType"": ""ICE""}]","Based on the graph results, BEV is the first area to inspect for this request (average future-demand percentage change: 4.74375). I selected this advice because the deterministic advisory route computed average future-demand percentage change for each returned group, sorted the graph-backed results in descending order, and used the strongest returned signal as the priority for review. This is a data-grounded analytical signal, not an autonomous business decision. The top returned evidence rows were: BEV: 4.74375; BEHV: 1.505; ICE: 0.845. The deterministic advisory template used here was designed to identify the vehicle type with the strongest future-demand signal; therefore the recommendation should be read as a prioritization cue for human review, not as a final operational decision.",,"SELECT ?vehicleType (AVG(?pct) AS ?avgPercentageChange) WHERE { ?entry a survey:FutureDemandAnalysis ; survey:analyzesVehicleType ?vehicle ; survey:percentageChange ?pct . BIND(REPLACE(STR(?vehicle), ""^.*/"", """") AS ?vehicleType) } GROUP BY ?vehicleType ORDER BY DESC(?avgPercentageChange)",correct,"Transferred from previous labeled audit because question, selected source, and selected query are unchanged.",,,transferred_from_previous_labeled_audit,medium_advisory_interpretation,none,
FULLKGQA0034,"For Tier1, what is the total of the current demand percentage changes for both BL1 and BL2?",current_demand_baselines,,llm_ranking,llm_ranking,validated_retrieval,0,11,2,,"[{""baseline"": ""BL1"", ""totalChange"": ""11.04""}, {""baseline"": ""BL2"", ""totalChange"": ""-9.03""}]","Answer: Current-demand BL comparison returned 2 row(s). BL1 total change is 11.04, BL2 is -9.03; BL1 is higher than BL2 by 20.07.",switched_to_nonempty_candidate,"SELECT ?baseline (SUM(?pct) AS ?totalChange) WHERE { survey:Tier1CurrentDemand a survey:CurrentDemandAnalysis ; survey:hasAggregatedResult ?entry . ?entry a survey:CurrentDemandAnalysis ; survey:baselineType ?baseline ; survey:percentageChange ?pct . FILTER(?baseline IN ('BL1','BL2')) } GROUP BY ?baseline ORDER BY ?baseline",correct,"Transferred from previous labeled audit because question, selected source, and selected query are unchanged.",,,transferred_from_previous_labeled_audit,hard,none,
FULLKGQA0035,Define Accuracy.,,definition,direct_graph_supported,auto_answer,digital_reference_ontology,0,0,0,,,"The closeness of agreement between the Result of an Observation (resp. The command of an Actuation) and the true value of the observed ObservableProperty (resp. Of the acted on ActuableProperty) under the defined Conditions. In the Digital Reference ontology, it is a subclass of System Property.",,,correct,Deterministic DR ontology lookup returned a definition-style answer.,,,deterministic_definition_rule,,none,none
FULLKGQA0036,What vehicle type should I review first for future demand?,advisory_vehicle_signal,advisory,llm_ranking,llm_ranking,validated_retrieval,0,5,24,,"[{""avgChange"": ""-0.83"", ""quarterLabel"": ""time_Current_Quarter"", ""vehicleType"": ""BEHV""}, {""avgChange"": ""-1.66"", ""quarterLabel"": ""time_Q1_2026"", ""vehicleType"": ""BEHV""}, {""avgChange"": ""1.68"", ""quarterLabel"": ""time_Q2_2025"", ""vehicleType"": ""BEHV""}, {""avgChange"": ""4.24"", ""quarterLabel"": ""time_Q2_2026"", ""vehicleType"": ""BEHV""}, {""avgChange"": ""-8.17"", ""quarterLabel"": ""time_Q3_2025"", ""vehicleType"": ""BEHV""}, {""avgChange"": ""4.07"", ""quarterLabel"": ""time_Q3_2026"", ""vehicleType"": ""BEHV""}, {""avgChange"": ""8.02"", ""quarterLabel"": ""time_Q4_2025"", ""vehicleType"": ""BEHV""}, {""avgChange"": ""4.69"", ""quarterLabel"": ""time_Q4_2026"", ""vehicleType"": ""BEHV""}, {""avgChange"": ""6.67"", ""quarterLabel"": ""time_Current_Quarter"",...",Answer: Future-demand results returned 24 grouped row(s). The highest average future-demand percentage change is BEV in time Q2 2025 with 15.63. The lowest is BEV in time Q3 2025 with -17.84.,switched_to_nonempty_candidate,"SELECT ?vehicleType ?quarterLabel (AVG(?pct) AS ?avgChange) WHERE { ?entry a survey:FutureDemandAnalysis ; survey:analyzesVehicleType ?vehicle ; survey:forTimePeriod ?quarter ; survey:percentageChange ?pct . BIND(REPLACE(STR(?vehicle), '^.*/', '') AS ?vehicleType) BIND(REPLACE(STR(?quarter), '^.*/', '') AS ?quarterLabel) } GROUP BY ?vehicleType ?quarterLabel ORDER BY ?vehicleType ?quarterLabel",correct,"Transferred from previous labeled audit because question, selected source, and selected query are unchanged.",,,transferred_from_previous_labeled_audit,,,
FULLKGQA0037,"List the future demand percentage totals for Semiconductor, organized by region and quarter?",future_demand,,llm_ranking,llm_ranking,validated_retrieval,1,5,35,,"[{""percentShare"": ""22.5"", ""quarterLabel"": ""Q1 2026"", ""regionName"": ""Americas""}, {""percentShare"": ""18.33"", ""quarterLabel"": ""Q1 2026"", ""regionName"": ""Asia Pacific/All Other""}, {""percentShare"": ""20.0"", ""quarterLabel"": ""Q1 2026"", ""regionName"": ""Asia Pacific/China""}, {""percentShare"": ""20.83"", ""quarterLabel"": ""Q1 2026"", ""regionName"": ""Europe""}, {""percentShare"": ""18.33"", ""quarterLabel"": ""Q1 2026"", ""regionName"": ""Japan""}, {""percentShare"": ""25.63"", ""quarterLabel"": ""Q2 2025"", ""regionName"": ""Americas""}, {""percentShare"": ""16.25"", ""quarterLabel"": ""Q2 2025"", ""regionName"": ""Asia Pacific/All Other""}, {""percentShare"": ""20.0"", ""quarterLabel"": ""Q2 2025"", ""regionName"": ""Asia Pacific/China""}, {""percentShare"":...","Answer: The query returned 35 row(s). First results: quarter label: Q1 2026, region name: Americas, percent share: 22.5; quarter label: Q1 2026, region name: Asia Pacific/All Other, percent share: 18.33; quarter label: Q1 2026, region name: Asia Pacific/China, percent share: 20.0; quarter label: Q1 2026, region name: Europe, percent share: 20.83; quarter label: Q1 2026, region name: Japan, percent share: 18.33; quarter label: Q2 2025, region name: Americas, percent share: 25.63; quarter label: Q2 2025, region name: Asia Pacific/All Other, percent share: 16.25; quarter label: Q2 2025, region name: Asia Pacific/China, percent share: 20.0.",selected_best_executable_candidate,SELECT ?quarterLabel ?regionName (ROUND(((SUM(?pct) / ?grandTotal) * 100) * 100) / 100 AS ?percentShare) WHERE { BIND(survey:Semiconductor_Survey AS ?surveyType) ?origin a ?surveyType . ?entry a survey:DemandForRegion ; survey:hasSurveyOrigin ?origin ; survey:inRegion ?region ; survey:quarter ?q ; survey:totalDemandPercentageChange ?pct . ?q survey:periodLabel ?quarterLabel . ?region survey:regionName ?regionName . { SELECT ?origin ?quarterLabel (SUM(?v) AS ?grandTotal) WHERE { ?e a survey:DemandForRegion ; survey:hasSurveyOrigin ?origin ; survey:quarter ?qq ; survey:totalDemandPercentageChange ?v . ?qq survey:periodLabel ?quarterLabel . } GROUP BY ?origin ?quarterLabel } } GROUP BY ?quarterLabel ?regionName ?grandTotal ORDER BY ?quarterLabel ?regionName,correct,Selected query result signature matches the repaired gold query.,True,FINALKGQA570,strict_gold_result_signature,,none,none
